domain,company_name,person_company_name,company_key_label,country,city,workforce_total,revenue_annual,funding_total,founded_year,industry,description,fit_reason,company_sources,first_seen,person_name,title,linkedin_url,person_key_label,location,status,person_sources
costagroup.com.au,Costa,International Fresh Produce Association Australia New Zealand,accept,Australia,Ravenhall,518,1357555968,176000000,1937,,"Costa is a global grower, packer and marketer of premium quality fresh fruit and vegetables.  From this market-leading position, we work incredibly hard to keep improving the quality of our produce and the service we provide to our customers.  Our core produce categories include:  - Avocados - Banan",Costa is a large Australian produce grower with 518 staff and $1.36B revenue; no tech-team evidence.,eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Arpan R.,Head of Data and Integrations,https://linkedin.com/in/arpanrana,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
costagroup.com.au,Costa,International Fresh Produce Association Australia New Zealand,accept,Australia,Ravenhall,518,1357555968,176000000,1937,,"Costa is a global grower, packer and marketer of premium quality fresh fruit and vegetables.  From this market-leading position, we work incredibly hard to keep improving the quality of our produce and the service we provide to our customers.  Our core produce categories include:  - Avocados - Banan",Costa is a large Australian produce grower with 518 staff and $1.36B revenue; no tech-team evidence.,eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,John Zuniga,Head of Information Technology,https://linkedin.com/in/jaizee,accept,"Docklands, Australia",verified,eval_proof-mstone-p
countryroadgroup.com.au,Country Road Group,Country Road Group,accept,Australia,Burnley,1594,,,,,"COUNTRY ROAD GROUP Country Road Group is one of Australia's largest specialty fashion retailers with a market leading position in the mid to upper tier of the segment. Comprising five iconic brands - Country Road, Mimco, Trenery, Witchery and POLITIX.   Country Road Group is part of leading Southern","Fashion retailer, 1594 employees, HQ in Melbourne; revenue not stated; no tech contracting evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Michael Hua,"Head of IT: Merchandise, Supply Chain & Enterprise Applications",https://linkedin.com/in/michael-hua-7003b021,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
countryroadgroup.com.au,Country Road Group,Country Road Group,accept,Australia,Burnley,1594,,,,,"COUNTRY ROAD GROUP Country Road Group is one of Australia's largest specialty fashion retailers with a market leading position in the mid to upper tier of the segment. Comprising five iconic brands - Country Road, Mimco, Trenery, Witchery and POLITIX.   Country Road Group is part of leading Southern","Fashion retailer, 1594 employees, HQ in Melbourne; revenue not stated; no tech contracting evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Phil Lewis,Chief Information Officer,https://linkedin.com/in/phil-lewis-6102073,accept,"Australia, Australia",verified,eval_proof-mstone-p
countryroadgroup.com.au,Country Road Group,Country Road Group,accept,Australia,Burnley,1594,,,,,"COUNTRY ROAD GROUP Country Road Group is one of Australia's largest specialty fashion retailers with a market leading position in the mid to upper tier of the segment. Comprising five iconic brands - Country Road, Mimco, Trenery, Witchery and POLITIX.   Country Road Group is part of leading Southern","Fashion retailer, 1594 employees, HQ in Melbourne; revenue not stated; no tech contracting evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Tony latella,Head of IT - Service Intergration & Management (SIAM),https://linkedin.com/in/tony-latella-20231516,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
cuscal.com,Cuscal Limited,,accept,Australia,Sydney,533,4762100224,,1966,,"Cuscal is a payments and regulated data services provider in Australia. Since 1966, we have enabled Australian banks, mutuals, corporates and fintechs to better serve and connect with their customers through the implementation of innovative technology solutions.  Our vision: To transform the future ","Cuscal, Sydney-based, meets size and revenue; it's a payments/data provider, not matching any r4 exclusion.",eval_baseline;eval_combined;eval_combined2;eval_judge-next-slice;eval_lean;eval_reprove-missing,2026-09-04T15:57:10.001806+05:30,,,,,,,
data3.com,Data#3,,reject:excluded-type,Australia,Toowong,866,853003008,,1977,,"Data#3 Limited (DTL), is focused on helping customers to harness the power of people and technology for a better future.  Built on a foundation of over 45 years’ experience, combined with world-leading vendor technologies, Data#3 is constantly evolving its solutions and services to enable its custom","Data#3 meets size/revenue thresholds, HQ in Toowong (Brisbane), Australia; no evidence of internal contractor-hiring authority or exclusion category.",eval_judge-next-slice,2026-09-04T17:38:40.683544+05:30,,,,,,,
davidjones.com.au,David Jones,David Jones,accept,Australia,Docklands,2083,1400000000,,1838,,"Since 1838, David Jones’ limitless quest for innovation and progress established the brand to be Australia’s original influencer in fashion & lifestyle. Having revolutionised the way Australians shop, David Jones’ creation of a social centre inspired and created lasting memories for past, present an","Docklands (Melbourne) retailer, 2083 staff, $1.4B revenue; homepage is retail site, no tech hiring evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Hugh Fahy,Chief Technology Officer,https://linkedin.com/in/hughfahy,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
davidjones.com.au,David Jones,David Jones,accept,Australia,Docklands,2083,1400000000,,1838,,"Since 1838, David Jones’ limitless quest for innovation and progress established the brand to be Australia’s original influencer in fashion & lifestyle. Having revolutionised the way Australians shop, David Jones’ creation of a social centre inspired and created lasting memories for past, present an","Docklands (Melbourne) retailer, 2083 staff, $1.4B revenue; homepage is retail site, no tech hiring evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Karuna Panuganti,Head of Engineering (Quality and Release),https://linkedin.com/in/karuna-panuganti-11428b13,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
davidjones.com.au,David Jones,David Jones,accept,Australia,Docklands,2083,1400000000,,1838,,"Since 1838, David Jones’ limitless quest for innovation and progress established the brand to be Australia’s original influencer in fashion & lifestyle. Having revolutionised the way Australians shop, David Jones’ creation of a social centre inspired and created lasting memories for past, present an","Docklands (Melbourne) retailer, 2083 staff, $1.4B revenue; homepage is retail site, no tech hiring evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Sai Namuduri,Head of AI and Data Platform,https://linkedin.com/in/sai-namuduri-a5865b58,accept,"Australia, Australia",verified,eval_proof-mstone-p
dickerdata.com.au,Dicker Data,,reject:excluded-type,Australia,Kurnell,416,2428943400,,1978,,"Dicker Data’s mission is to enable, educate and inspire IT resellers to achieve their full potential through the delivery of unparalleled service, technology and logistics.  Founded in 1978, Dicker Data (ASX: DDR) is the only Australian owned and ASX-listed IT distributor. Representing a wide range ","Dicker Data is an IT product distributor to resellers, not a staffing, consulting or contractor-reseller firm, satisfying r4.",eval_combined2,2026-09-04T18:17:07.693443+05:30,,,,,,,
endeavourgroup.com.au,Endeavour Group,,accept,Australia,Sydney,1375,12058000384,,,,"At Endeavour Group we exist to bring people together in better, more enjoyable, and more meaningful ways. Because we believe that social communities are thriving communities, built through great experiences and positive, memorable moments.   United behind a common purpose of ‘Creating a more sociabl","Retail and hospitality group, 1375 employees, $12B revenue, HQ in Sydney; no tech contracting evidence.",eval_proof-mstone,2026-09-05T08:59:59.683808+05:30,,,,,,,
globalretailbrands.net,Global Retail Brands Australia,Global Retail Brands Australia,accept,Australia,Melbourne,213,135490000,,,,"Global Retail Brands is proud to be the home of some of Australia’s most loved and iconic homewares and kitchenware brands: House, Robins Kitchen, MyHouse. As the largest privately-owned and fastest-growing homewares and kitchenware retailer in Australia, we’re passionate about helping Australians c","Melbourne-headquartered homewares retailer, 213 staff, $135M revenue; no in-house contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Karl Neubauer,Chief Information Officer,https://linkedin.com/in/karlneubauer,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
hanesaustralasia.com,Hanes Brands Australasia,,accept,Australia,Kew,605,,,,,"Creating the fabric of a better life for people and planet.  Hanes Australasia is home to some of Australia’s most loved – and market leading - everyday apparel and premium homewares brands including Bonds, Bras n Things, Berlei and Sheridan.   Our brands are sold throughout Australia and beyond via","Hanes Australasia has 605 staff in Kew, Melbourne, but no revenue figure to confirm $100M threshold.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,,,,,,,
harrisfarm.com.au,Harris Farm Markets,Harris Farm Markets,accept,Australia,,383,430000000,,1971,,"For over 50 years, Harris Farm Markets has been reconnecting Aussies with the joy of food. From a humble market in Villawood to more than 34 stores across NSW, ACT, and QLD, we’ve remained proudly family-owned and deeply passionate about fresh, seasonal produce.  We believe that good business should",Harris Farm is an Australian grocery retailer meeting size thresholds; no specific city or tech evidence given.,eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Leonard Rajeev Rawat,"Head - Infrastructure, Security & Operations",https://linkedin.com/in/leonard-rajeev-rawat,accept,"Sydney, Australia",verified,eval_proof-mstone-p
harrisfarm.com.au,Harris Farm Markets,Harris Farm Markets,accept,Australia,,383,430000000,,1971,,"For over 50 years, Harris Farm Markets has been reconnecting Aussies with the joy of food. From a humble market in Villawood to more than 34 stores across NSW, ACT, and QLD, we’ve remained proudly family-owned and deeply passionate about fresh, seasonal produce.  We believe that good business should",Harris Farm is an Australian grocery retailer meeting size thresholds; no specific city or tech evidence given.,eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Phil Cribb,Chief Technology Officer,https://linkedin.com/in/phil-cribb-b2a1691,accept,"Homebush, Australia",verified,eval_proof-mstone-p
harrisfarm.com.au,Harris Farm Markets,Harris Farm Markets,accept,Australia,,383,430000000,,1971,,"For over 50 years, Harris Farm Markets has been reconnecting Aussies with the joy of food. From a humble market in Villawood to more than 34 stores across NSW, ACT, and QLD, we’ve remained proudly family-owned and deeply passionate about fresh, seasonal produce.  We believe that good business should",Harris Farm is an Australian grocery retailer meeting size thresholds; no specific city or tech evidence given.,eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Ram Kalyanasundaram,Chief Information and Digital Officer,https://linkedin.com/in/rkalyanasundaram,accept,"Sydney, Australia",verified,eval_proof-mstone-p
harrisfarm.com.au,Harris Farm Markets,Harris Farm Markets,accept,Australia,,383,430000000,,1971,,"For over 50 years, Harris Farm Markets has been reconnecting Aussies with the joy of food. From a humble market in Villawood to more than 34 stores across NSW, ACT, and QLD, we’ve remained proudly family-owned and deeply passionate about fresh, seasonal produce.  We believe that good business should",Harris Farm is an Australian grocery retailer meeting size thresholds; no specific city or tech evidence given.,eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Swechchha Boki Shrestha,Head of Technology Delivery and Transformation,https://linkedin.com/in/swechchha-boki-shrestha-2b03974,accept,"Sydney, Australia",verified,eval_proof-mstone-p
interactive.com.au,Interactive,,reject:excluded-type,Australia,Port Melbourne,373,242147536,,1988,,"Interactive has been supporting the growth of Australian industry for more than 38 years. We’ve seen a lot of change. Our expertise across cloud services, cyber security, data centres and systems maintenance enable household names to pivot seamlessly. It allows national institutions to serve entire ","Interactive has 373 staff and $242M revenue, HQ Port Melbourne; no evidence of internal contractor authority or exclusion category.",eval_judge-next-slice,2026-09-04T17:38:40.683544+05:30,,,,,,,
iress.com,Iress,,accept,Australia,Melbourne,1062,556318976,,1993,,"We're a global team of 2,000+ people building software that helps the financial services industry perform at its best.  From the world's most iconic financial services brands to advice firms of all sizes, challenger banks, insurers, investment managers, traders and brokers, more than 10,000 business",Iress is a large Melbourne-based software company; no mention of contractor hiring authority.,eval_angles-4;eval_combined;eval_judge-x4;eval_reprove-missing,2026-09-04T17:18:16.304997+05:30,,,,,,,
jbhifi.com.au,JB Hi-Fi,,accept,Australia,,2985,10554800128,,1974,,"The business was established in 1974 by Mr. John Barbuto (JB), trading from a single store in East Keilor, Victoria. He had one simple philosophy: to deliver a specialist range of Hi-Fi and recorded music at Australia's lowest prices.    The business was sold in 1983 and by 1999 another nine stores ",Large Australian retailer with 2985 staff and $10.5B revenue; no evidence of in-house tech contracting authority.,eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,,,,,,,
justgroup.com.au,Just Group,,accept,Australia,Melbourne,600,800000000,,1970,,"The Just Group is one of the leading fashion and apparel retailers, with five well known brands, over 700 retail outlets across Australia and New Zealand, and over 5000 employees.   Our iconic range of brands comprises Just Jeans, Jay Jays, Jacqui E, Portmans and Dotti.   The company was founded in ","Fashion retailer with 5000+ employees, $800M revenue, HQ in Melbourne; no tech contracting evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,,,,,,,
kmart.com.au,Kmart Australia Limited,Kmart Australia Limited,accept,Australia,,4554,,,,,"We’re Team Kmart, on a mission to make everyday living brighter for our customers by improving the Kmart shopping experience – every time and everywhere they engage with us.   For over fifty years now, we’ve been spreading the Kmart love to families of all shapes and sizes in Australia, then New Zea","Australian retailer with 4554 staff but no revenue figure given, so revenue threshold unproven; no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Ivan Anissimov,Head of Technology Operations and Service Management,https://linkedin.com/in/ivan-anissimov-92214286,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Kmart Australia Limited,accept,Australia,,4554,,,,,"We’re Team Kmart, on a mission to make everyday living brighter for our customers by improving the Kmart shopping experience – every time and everywhere they engage with us.   For over fifty years now, we’ve been spreading the Kmart love to families of all shapes and sizes in Australia, then New Zea","Australian retailer with 4554 staff but no revenue figure given, so revenue threshold unproven; no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Kevin Boots,Head of Engineering and Delivery,https://linkedin.com/in/kevin-boots-3173611,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Kmart Australia Limited,accept,Australia,,4554,,,,,"We’re Team Kmart, on a mission to make everyday living brighter for our customers by improving the Kmart shopping experience – every time and everywhere they engage with us.   For over fifty years now, we’ve been spreading the Kmart love to families of all shapes and sizes in Australia, then New Zea","Australian retailer with 4554 staff but no revenue figure given, so revenue threshold unproven; no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Manish Goel,Head of Corporate Systems,https://linkedin.com/in/manish-goel-5b4b5816,accept,"Officer South, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Kmart Australia Limited,accept,Australia,,4554,,,,,"We’re Team Kmart, on a mission to make everyday living brighter for our customers by improving the Kmart shopping experience – every time and everywhere they engage with us.   For over fifty years now, we’ve been spreading the Kmart love to families of all shapes and sizes in Australia, then New Zea","Australian retailer with 4554 staff but no revenue figure given, so revenue threshold unproven; no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Nick Dimitropoulos,Head of Operations (Technology),https://linkedin.com/in/nick-dimitropoulos-699a995,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Kmart Australia Limited,accept,Australia,,4554,,,,,"We’re Team Kmart, on a mission to make everyday living brighter for our customers by improving the Kmart shopping experience – every time and everywhere they engage with us.   For over fifty years now, we’ve been spreading the Kmart love to families of all shapes and sizes in Australia, then New Zea","Australian retailer with 4554 staff but no revenue figure given, so revenue threshold unproven; no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Owen O'Connor,Head of Engineering & Delivery,https://linkedin.com/in/owen-o-connor-157a4a268,accept,"Cheltenham, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Kmart Australia Limited,accept,Australia,,4554,,,,,"We’re Team Kmart, on a mission to make everyday living brighter for our customers by improving the Kmart shopping experience – every time and everywhere they engage with us.   For over fifty years now, we’ve been spreading the Kmart love to families of all shapes and sizes in Australia, then New Zea","Australian retailer with 4554 staff but no revenue figure given, so revenue threshold unproven; no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Smita S.,Head of Engineering & Delivery - Supply Chain - Kmart & Target,https://linkedin.com/in/smitasuravajjala,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Kmart Australia Limited,accept,Australia,,4554,,,,,"We’re Team Kmart, on a mission to make everyday living brighter for our customers by improving the Kmart shopping experience – every time and everywhere they engage with us.   For over fifty years now, we’ve been spreading the Kmart love to families of all shapes and sizes in Australia, then New Zea","Australian retailer with 4554 staff but no revenue figure given, so revenue threshold unproven; no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Viv Da Ros,Chief Information Officer,https://linkedin.com/in/viv-da-ros-22795814,accept,"Cremorne, Australia",verified,eval_proof-mstone-p
leidos.com,Leidos Australia,,reject:excluded-type,Australia,Scoresby,828,,,,,"Leidos is a Fortune 500® innovation company working to solve the world’s toughest challenges in government, intelligence, defence, aviation, border protection and health markets. The company's global workforce of 47,000 collaborates to create smarter technology solutions for customers in heavily reg","Leidos Australia has 828 staff, parent revenue $16.7B, genuine Australian tech team; not a staffing/RPO firm.",eval_judge-next-slice,2026-09-04T17:37:28.254437+05:30,,,,,,,
metcashcareers.com,Metcash,Metcash,accept,Australia,Macquarie Park,1461,17322999808,,1927,,"At Metcash, we’re the power behind an independent Australia & New Zealand. From the humble origins of our first family-owned corner store in 1927, we’ve been backing independents and strengthening the communities they operate in for almost 100 years. With a national network of more than 10,000 indep","Australian wholesaler with 1461 staff and $17.3B revenue; job listings are non-tech roles, no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Brian Townshend,Chief Information Officer - Food & Liquor,https://linkedin.com/in/brian-townshend-4350034,accept,"Noosa Heads, Australia",verified,eval_proof-mstone-p
metcashcareers.com,Metcash,Metcash,accept,Australia,Macquarie Park,1461,17322999808,,1927,,"At Metcash, we’re the power behind an independent Australia & New Zealand. From the humble origins of our first family-owned corner store in 1927, we’ve been backing independents and strengthening the communities they operate in for almost 100 years. With a national network of more than 10,000 indep","Australian wholesaler with 1461 staff and $17.3B revenue; job listings are non-tech roles, no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Daniel Dos Santos,Head of Technology Services,https://linkedin.com/in/daniel-dos-santos-4537387a,accept,"Sydney, Australia",verified,eval_proof-mstone-p
metcashcareers.com,Metcash,Metcash,accept,Australia,Macquarie Park,1461,17322999808,,1927,,"At Metcash, we’re the power behind an independent Australia & New Zealand. From the humble origins of our first family-owned corner store in 1927, we’ve been backing independents and strengthening the communities they operate in for almost 100 years. With a national network of more than 10,000 indep","Australian wholesaler with 1461 staff and $17.3B revenue; job listings are non-tech roles, no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Eric Baker,Head of Technology Retail Media,https://linkedin.com/in/eric-baker-b86946356,accept,"Australia, Australia",verified,eval_proof-mstone-p
metcashcareers.com,Metcash,Metcash,accept,Australia,Macquarie Park,1461,17322999808,,1927,,"At Metcash, we’re the power behind an independent Australia & New Zealand. From the humble origins of our first family-owned corner store in 1927, we’ve been backing independents and strengthening the communities they operate in for almost 100 years. With a national network of more than 10,000 indep","Australian wholesaler with 1461 staff and $17.3B revenue; job listings are non-tech roles, no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Neil Whiteing,Group Chief Information Officer,https://linkedin.com/in/neil-whiteing-732a,accept,"Australia, Australia",verified,eval_proof-mstone-p
metcashcareers.com,Metcash,Metcash,accept,Australia,Macquarie Park,1461,17322999808,,1927,,"At Metcash, we’re the power behind an independent Australia & New Zealand. From the humble origins of our first family-owned corner store in 1927, we’ve been backing independents and strengthening the communities they operate in for almost 100 years. With a national network of more than 10,000 indep","Australian wholesaler with 1461 staff and $17.3B revenue; job listings are non-tech roles, no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Nicole Hogan,Head of Retail Technonlgy Food and Liquor for Retailers at Metcash,https://linkedin.com/in/nicole-hogan-49680a190,accept,"Perth, Australia",verified,eval_proof-mstone-p
metcashcareers.com,Metcash,Metcash,accept,Australia,Macquarie Park,1461,17322999808,,1927,,"At Metcash, we’re the power behind an independent Australia & New Zealand. From the humble origins of our first family-owned corner store in 1927, we’ve been backing independents and strengthening the communities they operate in for almost 100 years. With a national network of more than 10,000 indep","Australian wholesaler with 1461 staff and $17.3B revenue; job listings are non-tech roles, no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Peter Mitchley-Hughes,Chief Information Officer - Total Tools and Hardware Group,https://linkedin.com/in/peter-mitchley-hughes,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
metcashcareers.com,Metcash,Metcash,accept,Australia,Macquarie Park,1461,17322999808,,1927,,"At Metcash, we’re the power behind an independent Australia & New Zealand. From the humble origins of our first family-owned corner store in 1927, we’ve been backing independents and strengthening the communities they operate in for almost 100 years. With a national network of more than 10,000 indep","Australian wholesaler with 1461 staff and $17.3B revenue; job listings are non-tech roles, no contractor-authority evidence.",eval_proof-mstone;eval_proof-mstone-p,2026-09-05T08:59:59.683808+05:30,Samel Silva,Chief Information Officer - Wholesale and Supply Chain,https://linkedin.com/in/samel-silva-3ab4a534,accept,"Sydney, Australia",verified,eval_proof-mstone-p
middys.com.au,Middy's Electrical,,accept,Australia,Mount Waverley,242,132000000,,1928,,Middy's is Australia's largest independent electrical wholesaler and has been family owned since 1928. Readily identified by our trademark and distinctive colour of Middy’s pink our national network of over 100+ branches can provide electrical professionals with all the resources to ensure they get ,Middy's headcount and revenue satisfy r1; Australian HQ satisfies r2; no evidence on contractor engagement or exclusion status.,eval_angles-4,2026-09-04T17:19:08.157809+05:30,,,,,,,
myer.com.au,MYER,,accept,Australia,Docklands,2892,3008699904,,1900,,"Myer is one of Australia’s largest department store groups with a focus on placing customers first in every decision we make and every action we take.  We operate 57 department stores across Australia. With over 10,000 team members, we are committed to being Australia’s favourite department store: p",Myer is a large Melbourne-based department store retailer meeting size thresholds; no in-house tech evidence found.,eval_proof-mstone,2026-09-05T08:59:59.683808+05:30,,,,,,,
myob.com,MYOB,,accept,Australia,Cremorne,1343,460000000,,1991,,"Whether you're just starting out, or running an established enterprise, you can manage your entire business with MYOB.  One business management platform, with all your key workflows – from finance and supply chain to employee and project management – MYOB saves you time and money.  Wherever your bus",MYOB is a large Australian software firm in Melbourne (Cremorne); no data on contractor hiring authority.,eval_angles-4;eval_combined2;eval_judge-next-slice;eval_judge-x4;eval_lean,2026-09-04T17:18:16.304997+05:30,,,,,,,
nbn.com.au,nbn® Australia,,accept,Australia,North Sydney,3639,5103000064,,2009,,"NBN Co runs the nbn® network, helping providers deliver reliable, fast, resilient and secure broadband.  Privacy Policy: www.nbnco.com.au/privacy  Social media community guidelines:  We know that many Australians will have questions and comments about the nbn® network, and we encourage feedback, com","Large national broadband operator, not a staffing/reseller/government-panel entity; size and revenue confirmed.",eval_judge-next-slice,2026-09-04T17:37:28.254437+05:30,,,,,,,
nec.com.au,NEC Australia,,reject:excluded-type,Australia,Docklands,588,284352813,,1969,,"NEC has delivered world-class technology solutions and services to customers across the globe, for more than a century. For over 50 years in Australia, NEC has built a sophisticated technology and anything-as-a-service company which brings together the best technology and the best people to ensure o","Docklands (Melbourne) tech services firm, 588 staff, $284M revenue; not a staffing or reseller business per description.",eval_combined,2026-09-04T18:00:08.023996+05:30,,,,,,,
nri-anz.com,NRI Australia & New Zealand,,reject:excluded-type,Australia,Sydney,576,,,1965,,"As a trusted end-to-end digital partner, we design, build, and manage IT solutions that turn bold visions into reality and set new standards of excellence for our clients.   We’re part of Nomura Research Institute (NRI), a Tokyo-listed consultancy with a 60-year legacy, combining scale, innovation, ","Sydney-based IT consultancy, 576 staff but no revenue figure given; not clearly a staffing or reseller entity.",eval_combined;eval_judge-x4,2026-09-04T18:00:08.023996+05:30,,,,,,,
pexa-group.com,PEXA,,accept,Australia,Docklands,326,226784013,,2010,,"PEXA Group is a world-leading property insights solutions business, and a licenced operator of Australia’s largest Electronic Lodgement Network, PEXA Exchange.   Since 2013, PEXA Exchange has facilitated more than 20 million property settlements in Australia. In 2022, PEXA launched in the UK.","PEXA operates a property settlement platform, not a staffing or IT reseller firm.",eval_judge-x4,2026-09-04T16:51:09.879998+05:30,,,,,,,
pharmacare.com.au,PharmaCare Laboratories,,accept,Australia,Warriewood,283,250000000,,1985,,"PharmaCare is Australia's largest global health, wellness and consumer goods company. An Australian-born and built success story, PharmaCare is dedicated to enriching people’s lives around the world through improved health and wellness. Despite its products being available globally, its soul is Aust","Australian health/wellness manufacturer, 283 staff, $250M revenue; no evidence of contractor-engagement authority.",eval_proof-mstone,2026-09-05T08:59:59.683808+05:30,,,,,,,
reece.com,Reece Group,,accept,Australia,Cremorne,1342,8978381824,,,,"Reece Group is a leading distributor of plumbing, waterworks and HVAC-R products to commercial and residential customers through over 800 branches in Australia, New Zealand and the United States.  Established in 1920 and listed on the Australian Securities Exchange (ASX: REH), Reece Group has approx","Cremorne (Melbourne) HQ distributor, 1342 staff, $8.9B revenue; no evidence of in-house tech hiring function.",eval_proof-mstone,2026-09-05T08:59:59.683808+05:30,,,,,,,
safetyculture.com,SafetyCulture,,accept,Australia,Surry Hills,686,132000000,,2004,,"SafetyCulture is a mobile-first operations platform that gives you the knowledge, tools, and processes you need to work safely, meet higher standards, and improve every day.  What started as a digital checklist app has today evolved into a platform for conducting inspections, raising and resolving i","686 staff, $132M revenue, Sydney-based SaaS platform; contractor engagement not mentioned.",eval_combined2,2026-09-04T18:16:36.034427+05:30,,,,,,,
sanitarium.com,Sanitarium,,accept,Australia,Berkeley Vale,478,450000000,,1898,,"At Sanitarium, we believe access to healthier choices underpins the potential for a long and healthy life. That’s why we’ve been creating affordable nutritious products, promoting healthy active lifestyles, advocating for plant-based diets, and giving our foods to people in need since 1898.   Sanita","Berkeley Vale, Australia food company, 478 staff, $450M revenue; no evidence of in-house tech contractor engagement.",eval_proof-mstone,2026-09-05T08:59:59.683808+05:30,,,,,,,
seek.com,SEEK,,accept,Australia,Cremorne,1920,1096999936,,1997,,"SEEK is a global leader in employment marketplaces, solving real problems for our customers and connecting the right people with the right work. Our platforms are used by approximately 60 million candidates worldwide, we have relationships with over 450,000 hirers and exposure to around 900 million ","SEEK is a large Melbourne-based employment marketplace, not a staffing or recruitment agency itself.",eval_angles-4;eval_combined;eval_lean,2026-09-04T17:18:16.304997+05:30,,,,,,,
siteminder.com,SiteMinder,,accept,Australia,Millers Point,972,224327008,,2006,,"We're the name behind SiteMinder, the world’s leading hotel distribution and revenue platform, and Little Hotelier, an all-in-one hotel management software that makes the lives of small accommodation providers easier. Our global company is headquartered in Sydney with offices in Bangalore, Bangkok, ","972 staff, $224M revenue, Sydney HQ SaaS platform; no data on contractor engagement.",eval_combined2,2026-09-04T18:16:36.034427+05:30,,,,,,,
suncorpgroup.com.au,Suncorp Group,,accept,Australia,,6690,9134529300,,1996,,"Suncorp offers insurance products and services through some of Australia and New Zealand’s most recognised brands. Our purpose is to build futures and protect what matters – the focus of our company for more than 100 years.   With the passion of our people, and our portfolio of brands including AAMI","Suncorp is a large Australian insurer, not an excluded IT/staffing/consulting firm, meeting size and location criteria.",eval_lean,2026-09-04T18:42:05.844179+05:30,,,,,,,
